Date,Version,Path,Views
2024-12-14 00:00:00,latest,/lecture_15.html,1
2024-12-14 00:00:00,latest,/index.html,3
2024-12-14 00:00:00,latest,/lab_12.html,1
2024-12-13 00:00:00,latest,/notebooks.html,1
2024-12-13 00:00:00,latest,/lecture_20.html,1
2024-12-13 00:00:00,latest,/index.html,3
2024-12-13 00:00:00,latest,/lab_12.html,2
2024-12-13 00:00:00,latest,/lab_9.html,4
2024-12-13 00:00:00,latest,/lecture_24.html,1
2024-12-12 00:00:00,latest,/index.html,2
2024-12-12 00:00:00,latest,/notebooks.html,1
2024-12-12 00:00:00,latest,/lab_9.html,1
2024-12-12 00:00:00,latest,/test.html,1
2024-12-12 00:00:00,latest,/project_2.html,1
2024-12-12 00:00:00,latest,/lab_10_guide.html,1
2024-12-12 00:00:00,latest,/project_3.html,1
2024-12-12 00:00:00,latest,/projects.html,1
2024-12-11 00:00:00,latest,/lab_12.html,3
2024-12-11 00:00:00,latest,/project_3.html,8
2024-12-11 00:00:00,latest,/index.html,6
2024-12-11 00:00:00,latest,/notebooks.html,5
2024-12-10 00:00:00,latest,/project_1.html,2
2024-12-10 00:00:00,latest,/lecture_17.html,1
2024-12-10 00:00:00,latest,/office_hours.html,5
2024-12-10 00:00:00,latest,/project_3.html,45
2024-12-10 00:00:00,latest,/project_2.html,7
2024-12-10 00:00:00,latest,/lecture_21.html,1
2024-12-10 00:00:00,latest,/search.html,2
2024-12-10 00:00:00,latest,/lecture_19.html,3
2024-12-10 00:00:00,latest,/lecture_20.html,3
2024-12-10 00:00:00,latest,/lab_12.html,16
2024-12-10 00:00:00,latest,/index.html,33
2024-12-10 00:00:00,latest,/lecture_18.html,1
2024-12-10 00:00:00,latest,/lecture_23.html,10
2024-12-10 00:00:00,latest,/notebooks.html,14
2024-12-09 00:00:00,latest,/search.html,1
2024-12-09 00:00:00,latest,/project_3.html,40
2024-12-09 00:00:00,latest,/lab_10.html,1
2024-12-09 00:00:00,latest,/lab_12.html,27
2024-12-09 00:00:00,latest,/lecture_16.html,2
2024-12-09 00:00:00,latest,/lecture_19.html,1
2024-12-09 00:00:00,latest,/lab_9.html,1
2024-12-09 00:00:00,latest,/lecture_23.html,14
2024-12-09 00:00:00,latest,/test.html,2
2024-12-09 00:00:00,latest,/notebooks.html,26
2024-12-09 00:00:00,latest,/lab_8_guide.html,2
2024-12-09 00:00:00,latest,/index.html,43
2024-12-09 00:00:00,latest,/project_1.html,2
2024-12-09 00:00:00,latest,/lecture_25.html,1
2024-12-09 00:00:00,latest,/lecture_15.html,2
2024-12-09 00:00:00,latest,/project_2.html,1
2024-12-09 00:00:00,latest,/lecture_22.html,1
2024-12-08 00:00:00,latest,/project_2.html,1
2024-12-08 00:00:00,latest,/lecture_17.html,2
2024-12-08 00:00:00,latest,/lecture_18.html,1
2024-12-08 00:00:00,latest,/lab_12_guide.html,1
2024-12-08 00:00:00,latest,/index.html,34
2024-12-08 00:00:00,latest,/lecture_16.html,3
2024-12-08 00:00:00,latest,/lab_12.html,27
2024-12-08 00:00:00,latest,/lecture_20.html,5
2024-12-08 00:00:00,latest,/search.html,4
2024-12-08 00:00:00,latest,/notebooks.html,17
2024-12-08 00:00:00,latest,/lecture_19.html,4
2024-12-08 00:00:00,latest,/lecture_23.html,10
2024-12-08 00:00:00,latest,/project_3.html,51
2024-12-07 00:00:00,latest,/lecture_20.html,3
2024-12-07 00:00:00,latest,/lecture_16.html,2
2024-12-07 00:00:00,latest,/lecture_24.html,2
2024-12-07 00:00:00,latest,/lecture_19.html,4
2024-12-07 00:00:00,latest,/lab_12.html,62
2024-12-07 00:00:00,latest,/project_1.html,7
2024-12-07 00:00:00,latest,/lab_12_guide.html,6
2024-12-07 00:00:00,latest,/notebooks.html,53
2024-12-07 00:00:00,latest,/lab_12_solutions.html,4
2024-12-07 00:00:00,latest,/lecture_20_exercise_solution.html,1
2024-12-07 00:00:00,latest,/lecture_21.html,1
2024-12-07 00:00:00,latest,/project_1.html4,1
2024-12-07 00:00:00,latest,/test.html,3
2024-12-07 00:00:00,latest,/week_8.html,1
2024-12-07 00:00:00,latest,/project_2.html,7
2024-12-07 00:00:00,latest,/lab_11.html,1
2024-12-07 00:00:00,latest,/lecture_17.html,2
2024-12-07 00:00:00,latest,/office_hours.html,6
2024-12-07 00:00:00,latest,/analytics.html,2
2024-12-07 00:00:00,latest,/lab_8.html,2
